,Total Final Energy Consumption of the ammonia industry,Total Final electricity consumption in industry,Total Final energy consumption from solid fossil fuels (coal ...) in industry,Total Final energy consumption from solid biomass in industry,Total Final energy consumption from gas grid / gas consumed locally in industry,Total Final heat consumption in industry,Total Final hydrogen consumption in industry,Non-energy consumption of hydrogen for the feedstock production,Total Final oil consumption in industry,Non-energy consumption of oil for the feedstock production
BE,1.47,59.8391696592,0.0,5.817697050200001,7.4798962074,2.4932987358000003,7.4798962074,40.5,0.0,10.5
