,Total Final Energy Consumption of the ammonia industry,Total Final electricity consumption in industry,Total Final energy consumption from solid fossil fuels (coal ...) in industry,Total Final energy consumption from solid biomass in industry,Total Final energy consumption from gas grid / gas consumed locally in industry,Total Final heat consumption in industry,Total Final hydrogen consumption in industry,Non-energy consumption of hydrogen for the feedstock production,Total Final oil consumption in industry,Non-energy consumption of oil for the feedstock production
BE,5.3399997,37.86472849511609,21.585527623633688,9.476573103058694,49.86284590337461,5.264762835032607,0.0,0.0,14.491952435379229,37.206
