,Total Final Energy Consumption of the ammonia industry,Total Final electricity consumption in industry,Total Final energy consumption from solid fossil fuels (coal ...) in industry,Total Final energy consumption from solid biomass in industry,Total Final energy consumption from gas grid / gas consumed locally in industry,Total Final heat consumption in industry,Total Final hydrogen consumption in industry,Non-energy consumption of hydrogen for the feedstock production,Total Final oil consumption in industry,Non-energy consumption of oil for the feedstock production
BE,1.9585629755999998,60.057540604527674,0.0,6.40857902792216,11.901646766141154,2.8930156754620038,8.23960160732849,24.0,2.050745288935091,36.0
