,Total Final Energy Consumption of the ammonia industry,Total Final electricity consumption in industry,Total Final energy consumption from solid fossil fuels (coal ...) in industry,Total Final energy consumption from solid biomass in industry,Total Final energy consumption from gas grid / gas consumed locally in industry,Total Final heat consumption in industry,Total Final hydrogen consumption in industry,Non-energy consumption of hydrogen for the feedstock production,Total Final oil consumption in industry,Non-energy consumption of oil for the feedstock production
BE,3.3976991999999995,53.390689528541934,9.907784905062474,7.851237808942854,31.90488533648558,3.919937835145131,0.0,0.0,6.658213250420424,70.0
