,Production of crude steel,Production of primary steel,Production of recycled steel,Production of non metallic minerals,Production of cement,Production of glass,Production of ammonia,Production of high value chemicals , - Industrial production index of crude steel, - Industrial production index of primary steel, - Industrial production index of recycled steel,Industrial production index of non metallic minerals, - Industrial production index of cement, - Industrial production index of glass,Industrial production index of ammonia,Industrial production index of high value chemicals,Production of paper,Production of pulp,Industrial production index of paper and printing industry,Share of recycled plastics,Share of recycled steel,Share of recycled non-ferrous metals,Share of recycled glass,Share of recycled pulp,Unit consumption of steel industry, - Unit consumption of primary steel, - Unit consumption of recycled steel,Unit consumption of non metallic minerals, - Unit consumption of cement, - Unit consumption of glass industry,Unit consumption of ammonia,Unit consumption of high value chemicals,Unit consumption of pulp and paper,Total FEC of industry (excl. consumption of the energy sector),Total Final Energy Consumption of the steel industry,Total Final Energy Consumption of the primary steel industry,Total Final Energy Consumption of the recycled steel industry,Total Final energy consumption of the non metallic minerals industry,Total Final Energy Consumption of the cement industry,Total Final Energy Consumptionof the glass industry,Total Final Energy Consumption of the chemical industry,Total Final Energy Consumption of the ammonia industry,Total Final Energy Consumption of the high value chemicals industry,Total Final Energy Consumption of the other chemical industries,Total Final energy consumption of the non-ferrous metals industry,"Total Final Energy Consumption of the paper, pulp and printing industry","Total Final Energy Consumption of the Food, beverage and tobacco industry",Total Final Energy Consumption of other industries (miscellaneous industries),Total Final energy consumption from solid fossil fuels (coal ...) in industry,Total Final energy consumption from solid biomass in industry,Total Final oil consumption in industry,Total Final energy consumption from gas grid / gas consumed locally in industry,Total Final electricity consumption in industry,Total Final heat consumption in industry,Total Final hydrogen consumption in industry,Total Final non-renewable waste consumption in industry,Total Final energy consumption from ambient heat (heat pumps…) in industry,Total Final energy consumption from thermal solar in industry,Total non-energy consumption for the feedstock production (including chemicals and oxygen steel),Non-energy consumption of solid fossil fuels (coal...) for the feedstock production,Non-energy consumption of solid biomass for the feedstock production,Non-energy consumption of gas for the feedstock production,Non-energy consumption of oil for the feedstock production,Non-energy consumption of hydrogen for the feedstock production,GHG emissions from non-energy sources in industry,GHG emissions from non-energy sources in the steel industry,GHG emissions from non-energy sources in the non-metallic minerals industry,GHG emissions from non-energy sources in the cement industry,GHG emissions from non-energy sources in the chemicals industry,GHG emissions from non-energy sources in the non-ferrous metals industry,Ratio of reffinery oil consumption vs. total primary oil consumption,Ratio of reffinery gas consumption vs. total primary oil consumption,Final energy consumption from solid fossil fuels (coal...) in the Energy sector,Final energy consumption from solid biomass in the Energy sector,Final oil consumption in the Energy sector,Final energy consumption from gas in the Energy sector,Final electricity consumption in the Energy sector,Final heat consumption in the Energy sector,other_chemicals_total,Industrial production index of crude steel,Industrial production index of primary steel,Industrial production index of recycled steel,Industrial production index of cement,Industrial production index of glass,Unit consumption of primary steel,Unit consumption of recycled steel,Unit consumption of cement,Unit consumption of glass industry
CZ,4603.249,4415.234,188.015,0.0,4569.452,0.0,0.0,0.0,87.5743928291429,89.6355346369689,56.8667126403407,0.0,119.064576958684,0.0,0.0,0.0,931.536,0.0,138.042758258906,0.0,0.0408439778078483,0.0,0.0,0.0,4749.92771409933,0.0,0.0,0.0,858.466671586471,0.0,0.0,0.0,8426.72746946978,0.0,21.8651,0.0,0.0,0.0,3.92272224941415,0.0,12.145,0.0,0.0,0.0,1.049,7.8498,6.4878,0.0,21.8803,5.5703,1.652,27.7953,24.3635,6.6986,0.0,0.0,0.0,0.0,0.0,3.93693748315945,0.0,1.68005833333333,9.73624166666667,0.0,7.51945387775581,0.0,0.0,0.0,0.0,0.0,0.0743021581538008,0.0312802568847026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
DK,0.0,0.0,0.0,0.0,3343.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.714473252379,0.0,0.0,0.0,152.0,0.0,91.0179640718563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,858.466671586471,0.0,0.0,0.0,4801.97368421053,0.0,1.027,0.0,0.0,0.0,2.86985408311357,0.0,2.8555,0.0,0.0,0.0,0.0,0.7299,6.4836,0.0,1.2026,4.0472,4.9593,7.096,8.3878,0.9202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.395010833333333,2.28915916666667,0.0,2.27506819624711,0.0,0.0,0.0,0.0,0.0,0.0743021581538008,0.0312802568847026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
PT,2033.0,0.0,2033.0,0.0,4312.4186,0.0,0.0,0.0,100.147783251232,0.0,100.147783251232,0.0,76.9671579533678,0.0,0.0,0.0,2024.5,0.0,96.4185359813307,0.0,1.0,0.0,0.0,0.0,1027.39793408756,0.0,0.0,0.0,1414.91366352979,0.0,0.0,0.0,8195.35687824154,0.0,2.0887,0.0,0.0,0.0,6.1017,2.884,5.7045,0.0,0.0,0.0,0.5765,16.5915,5.4023,0.0,0.1247,2.6173,6.4245,14.1536,16.782,13.563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7891225,4.5731075,0.0,4.58768232687936,0.0,0.0,0.0,0.0,0.0,0.0743021581538008,0.0312802568847026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
RO,3421.0,2293.0,1128.0,0.0,9937.0,0.0,0.0,0.0,99.9415717207128,103.056179775281,94.1569282136895,0.0,118.920536141695,0.0,0.0,0.0,660.0,0.0,139.53488372093,0.0,0.329728149663841,0.0,0.0,0.0,5475.73808827828,0.0,0.0,0.0,858.466671586471,0.0,0.0,0.0,2625.15151515152,0.0,18.7325,0.0,0.0,0.0,8.53058331555477,0.0,12.7791,0.0,0.0,0.0,3.455,1.7326,6.6279,0.0,6.2326,7.3837,14.9419,26.6163,22.6163,2.8023,0.0,0.0,0.0,0.0,0.0,2.04460231301095,0.0,1.7677755,10.2445785,0.0,6.88966186225316,0.0,0.0,0.0,0.0,0.0,0.0743021581538008,0.0312802568847026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
AT,7424.0,6714.0,709.0,0.0,5232.99,550.575,0.0,0.0,,,,0.0,,,0.0,0.0,4984.71,0.0,100.40668584274,0.0,0.0955010775862069,0.0,0.0,0.0,4981.41163793104,,,0.0,,,0.0,0.0,4288.1531724012,0.0,36.982,0.0,0.0,0.0,4.3802,0.0,12.8753,0.0,0.0,0.0,2.5347,21.3752,6.0099,0.0,25.5218,16.9387,3.3983,34.9871,29.3051,2.9348,0.0,0.0,0.0,0.0,0.0,5.9866811729418,0.0,1.78108316666667,10.3216988333333,0.0,9.66736856124232,0.0,0.0,0.0,0.0,0.0,0.0743021581538008,0.0312802568847026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.5786392610901,95.6410256410256,106.296851574213,113.469331997632,103.876979619868,0.0,0.0,837.035805533739,0.0
BG,565.9,0.0,565.9,0.0,2456.0,612.27,0.0,0.0,104.217311233886,0.0,104.217311233886,0.0,116.155757113961,111.137935415948,0.0,0.0,361.42,0.0,102.839159804463,0.0,1.0,0.0,0.0,0.0,2383.9901042587,0.0,0.0,0.0,858.466671586471,0.0,0.0,0.0,6718.22256654308,0.0,1.3491,0.0,0.0,0.0,2.10839414541637,0.0,9.1651,0.0,0.0,0.0,2.4629,2.4281,2.8102,0.0,2.2832,3.5509,4.6385,9.5884,9.8285,1.1904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26783883333333,7.34735516666667,0.0,2.6569219751896,0.0,0.0,0.0,0.0,0.0,0.0743021581538008,0.0312802568847026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
EE,1.434,0.0,1.434,0.0,411.3,69.0,0.0,0.0,597.5,0.0,597.5,0.0,105.461538461538,106.153846153846,0.0,0.0,59.9992,0.0,91.6018320610687,0.0,1.0,0.0,0.0,0.0,9065.55090655509,0.0,0.0,0.0,2293.21663019694,0.0,0.0,0.0,12486.8331577754,0.0,0.013,0.0,0.0,0.0,0.9432,0.0,0.4032,0.0,0.0,0.0,0.0077,0.7492,0.7662,0.0,0.6599,0.2743,0.741,1.1584,2.1315,0.3891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055776,0.323232,0.0,0.457715031614109,0.0,0.0,0.0,0.0,0.0,0.0743021581538008,0.0312802568847026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GR,1350.0,0.0,1350.0,0.0,7216.0,0.0,0.0,0.0,148.351648351648,0.0,148.351648351648,0.0,95.336239926014,0.0,0.0,0.0,491.0,0.0,66.1013987379076,0.0,1.0,0.0,0.0,0.0,1235.7037037037,0.0,0.0,0.0,858.466671586471,0.0,0.0,0.0,1839.30753564155,0.0,1.6682,0.0,0.0,0.0,6.19469550216798,0.0,1.034,0.0,0.0,0.0,7.3377,0.9031,5.2972,0.0,2.2703,1.6129,9.9993,3.8887,12.3056,0.0116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143036666666667,0.828923333333333,0.0,2.57217006410256,0.0,0.0,0.0,0.0,0.0,0.0743021581538008,0.0312802568847026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
LV,0.0,0.0,0.0,0.0,876.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.6472727272727,0.0,0.0,0.0,16.13,0.0,35.8444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,858.466671586472,0.0,0.0,0.0,3787.9727216367,0.0,0.0126,0.0,0.0,0.0,0.752119820310339,0.0,0.2464,0.0,0.0,0.0,0.0112,0.0611,0.9056,0.0,0.8365,4.598,0.5748,1.1317,1.8458,0.9231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0340853333333333,0.197530666666667,0.0,0.847160065049773,0.0,0.0,0.0,0.0,0.0,0.0743021581538008,0.0312802568847026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
HU,1769.0,1418.0,352.0,0.0,1750.0,0.0,0.0,0.0,105.611940298507,94.0942269409423,209.52380952381,0.0,100.0,0.0,0.0,0.0,846.8,0.0,110.260416666667,0.0,0.198982475975127,0.0,0.0,0.0,3782.3629169022,0.0,0.0,0.0,858.466671586471,0.0,0.0,0.0,3357.10911667454,0.0,6.691,0.0,0.0,0.0,1.50231667527633,0.0,13.1586,0.0,0.0,0.0,1.3557,2.8428,7.7233,0.0,4.2443,2.8648,7.904,17.9784,17.7738,4.0115,0.0,0.0,0.0,0.0,0.0,1.2643899170735,0.0,1.820273,10.548811,0.0,4.68270123869421,0.0,0.0,0.0,0.0,0.0,0.0743021581538008,0.0312802568847026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
IE,0.0,0.0,0.0,0.0,3290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.402684563758,0.0,0.0,0.0,43.4042540882173,0.0,130.919839993689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,858.466671586471,0.0,0.0,0.0,4409.70600741087,0.0,0.0581,0.0,0.0,0.0,2.82435534951949,0.0,3.008,0.0,0.0,0.0,6.0443,0.1914,6.0173,0.0,0.922,2.2569,4.4379,11.2412,8.1295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.416106666666667,2.41141333333333,0.0,2.30708311525265,0.0,0.0,0.0,0.0,0.0,0.0743021581538008,0.0312802568847026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
SK,3600.0,3348.0,302.4,0.0,4421.6217,0.0,0.0,0.0,78.9127575624726,78.9977013273407,93.3615723274324,0.0,127.586037049862,0.0,0.0,0.0,805.85,0.0,99.2164626563935,0.0,0.084,0.0,0.0,0.0,5929.16666666667,0.0,0.0,0.0,858.466671586471,0.0,0.0,0.0,7333.12651237823,0.0,21.345,0.0,0.0,0.0,3.79581486381352,0.0,5.0359,0.0,0.0,0.0,3.0615,5.9094,1.8272,0.0,11.8001,6.6961,3.3601,18.0473,12.2438,0.9696,0.0,0.0,0.0,0.0,0.0,2.98531554468411,0.0,0.696632833333333,4.03711316666667,0.0,4.46411927232499,0.0,0.0,0.0,0.0,0.0,0.0743021581538008,0.0312802568847026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
LT,0.0,0.0,0.0,0.0,1222.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.841128460082,0.0,0.0,0.0,159.1,0.0,124.139760615471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,858.466671586471,0.0,0.0,0.0,3859.20804525456,0.0,0.0151,0.0,0.0,0.0,1.0498188926831,0.0,4.8537,0.0,0.0,0.0,0.0,0.614,2.0942,0.0,1.2523,1.2872,0.4907,3.5302,3.7942,2.5756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6714285,3.8910495,0.0,1.10536530233774,0.0,0.0,0.0,0.0,0.0,0.0743021581538008,0.0312802568847026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
HR,69.1,0.0,69.1,0.0,2987.0,334.3,0.0,0.0,56.8724279835391,0.0,56.8724279835391,0.0,120.721012003395,111.507671781187,0.0,0.0,260.6,0.0,136.225823314166,0.0,1.0,0.0,0.0,0.0,2997.10564399421,0.0,0.0,0.0,854.871108135253,1956.32665270715,0.0,0.0,3218.72601688411,0.0,0.2071,0.0,0.0,0.0,2.5535,0.654,1.7564,0.0,0.0,0.0,0.2367,0.8388,2.2876,0.0,0.9835,0.6878,2.9605,4.6582,3.618,0.7817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.242968666666667,1.40804733333333,0.0,1.17028420619037,0.0,0.0,0.0,0.0,0.0,0.0743021581538008,0.0312802568847026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
LU,2119.2837,0.0,2119.2837,0.0,1196.837,0.0,0.0,0.0,99.637221438646,0.0,99.637221438646,0.0,120.544386922628,0.0,0.0,0.0,7.91435981023399,0.0,57.7283508792946,0.0,1.0,0.0,0.0,0.0,1810.61176472032,0.0,0.0,0.0,858.466671586471,0.0,0.0,0.0,4409.70600741087,0.0,3.8372,0.0,0.0,0.0,1.02744467582154,0.0,0.3372,0.0,0.0,0.0,0.0,0.0349,0.186,0.0,0.5,0.2916,0.2492,3.1217,3.0249,0.0062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046646,0.270322,0.0,0.614968552336934,0.0,0.0,0.0,0.0,0.0,0.0743021581538008,0.0312802568847026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
SI,639.3977,0.0,639.3977,0.0,680.0,99.182,0.0,0.0,101.183810532079,0.0,101.183810532079,0.0,113.333333333333,124.79270836741,0.0,0.0,719.3532,0.0,99.7231856934914,0.0,1.0,0.0,0.0,0.0,2835.32455621908,0.0,0.0,0.0,858.466671586471,0.0,0.0,0.0,2790.97945209669,0.0,1.8129,0.0,0.0,0.0,0.583757336678801,0.0,1.7908,0.0,0.0,0.0,1.6542,2.0077,0.7918,0.0,0.4628,1.4626,1.1834,5.2533,6.4905,0.5959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.247727333333333,1.43562466666667,0.0,1.32063891793123,0.0,0.0,0.0,0.0,0.0,0.0743021581538008,0.0312802568847026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
CH,1130.0,0.0,1130.0,0.0,4151.0,0.0,0.0,0.0,87.1913580246914,0.0,87.1913580246914,0.0,98.3649289099526,0.0,0.0,0.0,1278.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,1766.99115044248,0.0,0.0,0.0,944.013490725127,0.0,0.0,0.0,2201.95618153365,0.0,1.9967,0.0,0.0,0.0,3.9186,0.0,7.2583,0.0,0.0,0.0,0.8196,2.8141,4.9254,0.0,0.9651,4.593,2.314,8.8488,13.7791,1.6047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.00406483333333,5.81873716666667,0.0,2.7445291554216,0.0,0.0,0.0,0.0,0.0,0.0743021581538008,0.0312802568847026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
NO,621.0,0.0,621.0,0.0,1950.0,0.0,0.0,0.0,105.254237288136,0.0,105.254237288136,0.0,108.333333333333,0.0,0.0,0.0,1155.0,0.0,117.977528089888,0.0,1.0,0.0,0.0,0.0,15075.2012882448,0.0,0.0,0.0,858.466671586471,0.0,0.0,0.0,4560.77922077922,0.0,9.3617,0.0,0.0,0.0,1.67401000959362,0.0,17.0985,0.0,0.0,0.0,22.4077,5.2677,4.4869,0.0,7.5032,4.9579,10.7155,3.4923,46.3364,0.5829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3652925,13.7072975,0.0,6.29085037184426,0.0,0.0,0.0,0.0,0.0,0.0743021581538008,0.0312802568847026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
