,Production of crude steel,Production of primary steel,Production of recycled steel,Production of non metallic minerals,Production of cement,Production of glass,Production of ammonia,Production of high value chemicals , - Industrial production index of crude steel, - Industrial production index of primary steel, - Industrial production index of recycled steel,Industrial production index of non metallic minerals, - Industrial production index of cement, - Industrial production index of glass,Industrial production index of ammonia,Industrial production index of high value chemicals,Production of paper,Production of pulp,Industrial production index of paper and printing industry,Share of recycled plastics,Share of recycled steel,Share of recycled non-ferrous metals,Share of recycled glass,Share of recycled pulp,Unit consumption of steel industry, - Unit consumption of primary steel, - Unit consumption of recycled steel,Unit consumption of non metallic minerals, - Unit consumption of cement, - Unit consumption of glass industry,Unit consumption of ammonia,Unit consumption of high value chemicals,Unit consumption of pulp and paper,Total FEC of industry (excl. consumption of the energy sector),Total Final Energy Consumption of the steel industry,Total Final Energy Consumption of the primary steel industry,Total Final Energy Consumption of the recycled steel industry,Total Final energy consumption of the non metallic minerals industry,Total Final Energy Consumption of the cement industry,Total Final Energy Consumptionof the glass industry,Total Final Energy Consumption of the chemical industry,Total Final Energy Consumption of the ammonia industry,Total Final Energy Consumption of the high value chemicals industry,Total Final Energy Consumption of the other chemical industries,Total Final energy consumption of the non-ferrous metals industry,"Total Final Energy Consumption of the paper, pulp and printing industry","Total Final Energy Consumption of the Food, beverage and tobacco industry",Total Final Energy Consumption of other industries (miscellaneous industries),Total Final energy consumption from solid fossil fuels (coal ...) in industry,Total Final energy consumption from solid biomass in industry,Total Final oil consumption in industry,Total Final energy consumption from gas grid / gas consumed locally in industry,Total Final electricity consumption in industry,Total Final heat consumption in industry,Total Final hydrogen consumption in industry,Total Final non-renewable waste consumption in industry,Total Final energy consumption from ambient heat (heat pumps…) in industry,Total Final energy consumption from thermal solar in industry,Total non-energy consumption for the feedstock production (including chemicals and oxygen steel),Non-energy consumption of solid fossil fuels (coal...) for the feedstock production,Non-energy consumption of solid biomass for the feedstock production,Non-energy consumption of gas for the feedstock production,Non-energy consumption of oil for the feedstock production,Non-energy consumption of hydrogen for the feedstock production,GHG emissions from non-energy sources in industry,GHG emissions from non-energy sources in the steel industry,GHG emissions from non-energy sources in the non-metallic minerals industry,GHG emissions from non-energy sources in the cement industry,GHG emissions from non-energy sources in the chemicals industry,GHG emissions from non-energy sources in the non-ferrous metals industry,Ratio of reffinery oil consumption vs. total primary oil consumption,Ratio of reffinery gas consumption vs. total primary oil consumption,Final energy consumption from solid fossil fuels (coal...) in the Energy sector,Final energy consumption from solid biomass in the Energy sector,Final oil consumption in the Energy sector,Final energy consumption from gas in the Energy sector,Final electricity consumption in the Energy sector,Final heat consumption in the Energy sector,other_chemicals_total,Industrial production index of crude steel,Industrial production index of primary steel,Industrial production index of recycled steel,Industrial production index of cement,Industrial production index of glass,Unit consumption of primary steel,Unit consumption of recycled steel,Unit consumption of cement,Unit consumption of glass industry
BG,456.12,0.0,456.12,0.0,1332.073449,330.546,0.0,0.0,84.0,0.0,84.0,0.0,63.0,60.0,0.0,0.0,295.21128,0.0,84.0,0.0,1.0,0.0,0.0,0.0,1023.0,4068.0,1023.0,0.0,779.055,1405.0,0.0,0.0,6432.01438644215,0.0,0.46661076,0.0,0.0,0.0,1.0377584808107,0.0,7.604625,0.0,0.0,0.0,1.2372,1.8988032,1.83072,0.0,0.0,4.46923340821738,0.0,3.00356269517804,14.6644531588104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.231445108695652,1.58705217391304,6.34820869565217,0.844395573028653,0.0,0.0,0.0,0.0,0.0,0.0,0.105582415038503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
EE,0.2016,0.0,0.2016,0.0,245.7,39.0,0.0,0.0,84.0,0.0,84.0,0.0,63.0,60.0,0.0,0.0,55.02,0.0,84.0,0.0,1.0,0.0,0.0,0.0,1023.0,4068.0,1023.0,0.0,779.055,1405.0,0.0,0.0,8472.67175572519,0.0,0.0002062368,0.0,0.0,0.0,0.1914138135,0.0,0.367275,0.0,0.0,0.0,0.01216,0.4661664,0.479552,0.0,0.0,1.75898980378109,0.0,0.410198719908215,2.0027349266107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0111779347826087,0.0766486956521739,0.306594782608696,0.159132403973154,0.0,0.0,0.0,0.0,0.0,0.0,0.105582415038503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GR,764.4,0.0,764.4,0.0,4768.47,93.6,0.0,0.0,84.0,0.0,84.0,0.0,63.0,60.0,0.0,0.0,623.950488,0.0,84.0,0.0,1.0,0.0,0.0,0.0,1023.0,4068.0,1023.0,0.0,779.055,1405.0,0.0,0.0,1238.40499344236,0.0,0.7819812,0.0,0.0,0.0,3.71490039585,0.0,1.938,0.0,0.0,0.0,7.71344,0.7727034,3.891904,0.0,0.0,4.04141036907559,0.0,3.64108182763853,17.7770465702352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0589826086956522,0.404452173913043,1.61780869565217,0.971119833884059,0.0,0.0,0.0,0.0,0.0,0.0,0.105582415038503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
LV,0.0,0.0,0.0,0.0,693.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,37.8,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,4068.0,1023.0,0.0,779.055,1405.0,0.0,0.0,1254.0,0.0,0.0,0.0,0.0,0.0,0.539885115,0.0,0.206625,0.0,0.0,0.0,0.01376,0.0474012,0.570944,0.0,0.0,5.55264738995281,0.0,0.148913848149232,0.727049964493309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00628858695652174,0.0431217391304348,0.172486956521739,0.245210720442194,0.0,0.0,0.0,0.0,0.0,0.0,0.105582415038503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
HU,1407.0,1155.0,252.0,0.0,1102.5,0.0,0.0,0.0,84.0,76.6423357664234,150.0,0.0,63.0,0.0,0.0,0.0,645.12,0.0,84.0,0.0,0.17910447761194,0.0,0.0,0.0,3522.62686567164,4068.0,1023.0,0.0,779.055,1405.0,0.0,0.0,2817.6125,0.0,4.956336,0.0,0.0,0.0,0.8589081375,0.0,9.555825,0.0,0.0,0.0,1.0472,1.817698176,4.359104,0.0,0.0,2.07653100130647,0.0,5.26094158534528,25.6857736225681,0.0,2.45263788,0.0,0.0,0.0,0.0,0.0,0.0,0.290829456521739,1.99425913043478,7.97703652173913,1.35317984268972,0.0,0.0,0.0,0.0,0.0,0.0,0.105582415038503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
IE,0.0,0.0,0.0,0.0,1877.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,27.848776347313,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,4068.0,1023.0,0.0,779.055,1405.0,0.0,0.0,2817.6125,0.0,0.0,0.0,0.0,0.0,1.462597857,0.0,1.970025,0.0,0.0,0.0,4.21496,0.0784670603458935,3.375168,0.0,0.0,2.85151866017039,0.0,2.33551207067966,11.402794227436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0599572826086957,0.411135652173913,1.64454260869565,0.632796540625894,0.0,0.0,0.0,0.0,0.0,0.0,0.105582415038503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
SK,3832.08,3346.227,485.853,0.0,2183.328,0.0,0.0,0.0,84.0,78.9558665231432,150.0,0.0,63.0,0.0,0.0,0.0,682.25976,0.0,84.0,0.0,0.126785714285714,0.0,0.0,0.0,3681.9375,4068.0,1023.0,0.0,779.055,1405.0,0.0,0.0,6041.5604754412,0.0,14.109479055,0.0,0.0,0.0,1.70093259504,0.0,2.9187,0.0,0.0,0.0,2.38208,4.1219136,0.987264,0.0,0.0,8.07764051562012,0.0,3.06385393730126,14.9588162821179,0.0,7.105699649592,0.0,0.0,0.0,0.0,0.0,0.0,0.08883,0.60912,2.43648,1.26659856582074,0.0,0.0,0.0,0.0,0.0,0.0,0.105582415038503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
LT,0.0,0.0,0.0,0.0,617.12595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,107.65608,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,4068.0,1023.0,0.0,779.055,1405.0,0.0,0.0,2368.29169332563,0.0,0.0,0.0,0.0,0.0,0.48077505697725,0.0,3.128025,0.0,0.0,0.0,0.0,0.254961,1.376448,0.0,0.0,1.39919917750472,0.0,1.14409536339328,5.58587736244955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0952007608695652,0.652805217391304,2.61122086956522,0.310076319161056,0.0,0.0,0.0,0.0,0.0,0.0,0.105582415038503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
HR,102.06,0.0,102.06,0.0,1558.809,179.88,0.0,0.0,84.0,0.0,84.0,0.0,63.0,60.0,0.0,0.0,160.692,0.0,84.0,0.0,1.0,0.0,0.0,0.0,1023.0,4068.0,1023.0,0.0,779.055,1405.0,0.0,0.0,2817.6125,0.0,0.10440738,0.0,0.0,0.0,1.214397945495,0.34151,1.21875,0.0,0.0,0.0,0.06768,0.45276778785,1.459584,0.0,0.0,0.581504663055368,0.0,1.28489526654924,6.2733121837404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0370923913043478,0.254347826086956,1.01739130434783,0.310478361282695,0.0,0.0,0.0,0.0,0.0,0.0,0.105582415038503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
LU,1786.68,0.0,1786.68,0.0,625.5018,0.0,0.0,0.0,84.0,0.0,84.0,0.0,63.0,0.0,0.0,0.0,11.5161132083907,0.0,84.0,0.0,1.0,0.0,0.0,0.0,1023.0,4068.0,1023.0,0.0,779.055,1405.0,0.0,0.0,2817.6125,0.0,1.82777364,0.0,0.0,0.0,0.487300304799,0.0,0.43605,0.0,0.0,0.0,0.0,0.0324479445273766,0.156288,0.0,0.0,0.56771549516648,0.0,0.0,4.13331705730346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0132710869565217,0.0910017391304348,0.364006956521739,0.179314558414728,0.0,0.0,0.0,0.0,0.0,0.0,0.105582415038503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
SI,530.81028,0.0,530.81028,0.0,378.0,47.68644,0.0,0.0,84.0,0.0,84.0,0.0,63.0,60.0,0.0,0.0,605.934,0.0,84.0,0.0,1.0,0.0,0.0,0.0,1023.0,4068.0,1023.0,0.0,779.055,1405.0,0.0,0.0,2537.02086365842,0.0,0.54301891644,0.0,0.0,0.0,0.29448279,0.0,1.393725,0.0,0.0,0.0,1.4696,1.5372672,0.498688,0.0,0.0,1.69363513516019,0.0,1.40463102433096,6.85790441290996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0424177173913044,0.290864347826087,1.16345739130435,0.379764723976186,0.0,0.0,0.0,0.0,0.0,0.0,0.105582415038503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
CH,1088.64,0.0,1088.64,0.0,2658.6,83.742,0.0,0.0,84.0,0.0,84.0,0.0,63.0,60.0,0.0,0.0,1192.8,0.0,84.0,0.0,1.0,0.0,0.0,0.0,1023.0,4068.0,1023.0,0.0,779.055,1405.0,0.0,0.0,2477.09154929577,0.0,1.11367872,0.0,0.0,0.0,2.071195623,0.0,5.619675,0.0,0.0,0.0,0.70192,2.9546748,3.227584,0.0,0.0,5.53131063160046,0.0,3.32390247693792,16.2284650344616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.171033586956522,1.17280173913043,4.69120695652174,0.956783136348634,0.0,0.0,0.0,0.0,0.0,0.0,0.105582415038503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
NO,495.6,0.0,495.6,0.0,1134.0,0.0,0.0,0.0,84.0,0.0,84.0,0.0,63.0,0.0,0.0,0.0,822.36,0.0,84.0,0.0,1.0,0.0,0.0,0.0,7564.66101694915,4068.0,1023.0,0.0,779.055,1405.0,0.0,0.0,2817.6125,0.0,3.749046,0.0,0.0,0.0,0.88344837,0.0,12.761475,0.0,0.0,0.0,16.62704,2.3170918155,2.786112,0.0,0.0,5.30224775689126,0.0,2.1746215713246,41.3178098551674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.388392717391304,2.66326434782609,10.6530573913043,1.86120735244848,0.0,0.0,0.0,0.0,0.0,0.0,0.105582415038503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
