,Production of crude steel,Production of primary steel,Production of recycled steel,Production of non metallic minerals,Production of cement,Production of glass,Production of ammonia,Production of high value chemicals , - Industrial production index of crude steel, - Industrial production index of primary steel, - Industrial production index of recycled steel,Industrial production index of non metallic minerals, - Industrial production index of cement, - Industrial production index of glass,Industrial production index of ammonia,Industrial production index of high value chemicals,Production of paper,Production of pulp,Industrial production index of paper and printing industry,Share of recycled plastics,Share of recycled steel,Share of recycled non-ferrous metals,Share of recycled glass,Share of recycled pulp,Unit consumption of steel industry, - Unit consumption of primary steel, - Unit consumption of recycled steel,Unit consumption of non metallic minerals, - Unit consumption of cement, - Unit consumption of glass industry,Unit consumption of ammonia,Unit consumption of high value chemicals,Unit consumption of pulp and paper,Total FEC of industry (excl. consumption of the energy sector),Total Final Energy Consumption of the steel industry,Total Final Energy Consumption of the primary steel industry,Total Final Energy Consumption of the recycled steel industry,Total Final energy consumption of the non metallic minerals industry,Total Final Energy Consumption of the cement industry,Total Final Energy Consumptionof the glass industry,Total Final Energy Consumption of the chemical industry,Total Final Energy Consumption of the ammonia industry,Total Final Energy Consumption of the high value chemicals industry,Total Final Energy Consumption of the other chemical industries,Total Final energy consumption of the non-ferrous metals industry,"Total Final Energy Consumption of the paper, pulp and printing industry","Total Final Energy Consumption of the Food, beverage and tobacco industry",Total Final Energy Consumption of other industries (miscellaneous industries),Total Final energy consumption from solid fossil fuels (coal ...) in industry,Total Final energy consumption from solid biomass in industry,Total Final oil consumption in industry,Total Final energy consumption from gas grid / gas consumed locally in industry,Total Final electricity consumption in industry,Total Final heat consumption in industry,Total Final hydrogen consumption in industry,Total Final non-renewable waste consumption in industry,Total Final energy consumption from ambient heat (heat pumps…) in industry,Total Final energy consumption from thermal solar in industry,Total non-energy consumption for the feedstock production (including chemicals and oxygen steel),Non-energy consumption of solid fossil fuels (coal...) for the feedstock production,Non-energy consumption of solid biomass for the feedstock production,Non-energy consumption of gas for the feedstock production,Non-energy consumption of oil for the feedstock production,Non-energy consumption of hydrogen for the feedstock production,GHG emissions from non-energy sources in industry,GHG emissions from non-energy sources in the steel industry,GHG emissions from non-energy sources in the non-metallic minerals industry,GHG emissions from non-energy sources in the cement industry,GHG emissions from non-energy sources in the chemicals industry,GHG emissions from non-energy sources in the non-ferrous metals industry,Ratio of reffinery oil consumption vs. total primary oil consumption,Ratio of reffinery gas consumption vs. total primary oil consumption,Final energy consumption from solid fossil fuels (coal...) in the Energy sector,Final energy consumption from solid biomass in the Energy sector,Final oil consumption in the Energy sector,Final energy consumption from gas in the Energy sector,Final electricity consumption in the Energy sector,Final heat consumption in the Energy sector,other_chemicals_total,Industrial production index of crude steel,Industrial production index of primary steel,Industrial production index of recycled steel,Industrial production index of cement,Industrial production index of glass,Unit consumption of primary steel,Unit consumption of recycled steel,Unit consumption of cement,Unit consumption of glass industry
CZ,4903.1577936,4489.8777936,413.28,0.0,3241.3999678,0.0,0.0,0.0,93.28,91.1509098915234,125.0,0.0,84.46,0.0,0.0,0.0,629.4692976,0.0,93.28,0.0,0.0842885375909066,0.0,0.0,0.0,4219.90512069764,0.0,0.0,0.0,877.766597205693,0.0,0.0,0.0,9606.62698183359,0.0,20.6908606808012,0.0,0.0,0.0,2.84519261991845,0.0,9.6965195,0.0,0.0,0.0,0.7631196,6.04707673856,5.76199392,0.0,12.690574,6.35171024347526,0.95816,20.0042782380275,32.5719900977937,3.885188,0.0,0.0,0.0,0.0,0.0,3.73446033408518,0.0,1.34135186416667,7.77337646583333,0.0,4.72652121034661,0.0,0.0,0.0,0.0,0.0,0.0495347721025339,0.0560476429359695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
DK,0.0,0.0,0.0,0.0,2573.4962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.46,0.0,0.0,0.0,155.7776,0.0,93.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,877.766597205693,0.0,0.0,0.0,4124.72659131737,0.0,0.0,0.0,0.0,0.0,2.25892900239578,0.0,2.7314505,0.0,0.0,0.0,0.0,0.6425400090516,5.6453688,0.0,0.697508,3.9423132672201,2.876394,4.4455764752769,8.73808318359306,0.533716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3778506525,2.1897128175,0.0,1.31256242813251,0.0,0.0,0.0,0.0,0.0,0.0495347721025339,0.0560476429359695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
PT,1893.584,0.0,1893.584,0.0,4732.23754964,0.0,0.0,0.0,93.28,0.0,93.28,0.0,84.46,0.0,0.0,0.0,1958.60016,0.0,93.28,0.0,1.0,0.0,0.0,0.0,952.282019704433,0.0,0.0,0.0,1009.43323323699,0.0,0.0,0.0,6907.32142687051,0.0,1.803225996,0.0,0.0,0.0,4.77687785017861,2.5203591,4.234245,0.0,0.0,0.0,0.517082,13.52868085184,4.5274992,0.0,0.072326,2.80680311740744,3.72621,10.4376950275973,20.5566222530138,7.86654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.585737225,3.394453075,0.0,2.81051007104062,0.0,0.0,0.0,0.0,0.0,0.0495347721025339,0.0560476429359695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
RO,3192.9744,1695.4744,1497.5,0.0,7057.4776,0.0,0.0,0.0,93.28,76.2010966292135,125.0,0.0,84.46,0.0,0.0,0.0,441.2144,0.0,93.28,0.0,0.468998436066384,0.0,0.0,0.0,4213.77108461932,0.0,0.0,0.0,877.766597205693,0.0,0.0,0.0,3056.441647463,0.0,13.4544632006497,0.0,0.0,0.0,6.1948180978074,0.0,12.967297,0.0,0.0,0.0,3.16478,1.3485460676204,5.57525792,0.0,2.80467,5.59372721447038,8.666302,14.9997406181576,23.9645632957385,1.625334,0.0,0.0,0.0,0.0,0.0,1.41021252366428,0.0,1.79380941833333,10.3954497616667,0.0,3.56392458520033,0.0,0.0,0.0,0.0,0.0,0.0495347721025339,0.0560476429359695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
AT,7170.4336,6336.6836,833.75,0.0,3895.134726,440.981632,0.0,0.0,,,,0.0,,,0.0,0.0,4630.904256,0.0,93.28,0.0,0.116276092424871,0.0,0.0,0.0,4252.83136000581,,,0.0,,,0.0,0.0,3369.50184822903,0.0,30.4946448789193,0.0,0.0,0.0,3.21050748006485,0.0,10.3554185,0.0,0.0,0.0,2.1913468,15.6038404495637,5.4331688,0.0,11.48481,19.002445882795,1.971014,24.0150002088835,38.0345923168694,1.702184,0.0,0.0,0.0,0.0,0.0,5.27054290599614,0.0,1.43249955916667,8.30159383083333,0.0,5.94726028980717,0.0,0.0,0.0,0.0,0.0,0.0495347721025339,0.0560476429359695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.28,90.2661481481482,125.0,84.46,83.2,0.0,0.0,824.23528476043,0.0
BG,506.5104,0.0,506.5104,0.0,1785.82418258,458.35712,0.0,0.0,93.28,0.0,93.28,0.0,84.46,83.2,0.0,0.0,327.8250976,0.0,93.28,0.0,1.0,0.0,0.0,0.0,1689.30847145488,0.0,0.0,0.0,877.766597205693,0.0,0.0,0.0,7364.65647247626,0.0,0.8556523096,0.0,0.0,0.0,1.56753681595089,0.0,9.0748525,0.0,0.0,0.0,1.416594,2.41431922688,2.4279924,0.0,1.324256,3.9366000314513,2.69033,6.70376862839886,12.0316552327789,0.690432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25535459583333,7.27500675416667,0.0,1.69232216570217,0.0,0.0,0.0,0.0,0.0,0.0495347721025339,0.0560476429359695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
EE,0.223872,0.0,0.223872,0.0,329.394,54.08,0.0,0.0,93.28,0.0,93.28,0.0,84.46,83.2,0.0,0.0,61.0984,0.0,93.28,0.0,1.0,0.0,0.0,0.0,3219.83333333333,0.0,0.0,0.0,1214.90053589744,0.0,0.0,0.0,9701.20916030534,0.0,0.000720830528,0.0,0.0,0.0,0.4001809471214,0.0,0.4382815,0.0,0.0,0.0,0.0139232,0.59272835776,0.63600584,0.0,0.382742,0.897869717588057,0.42978,0.91348225918983,2.40076769863151,0.225678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0606289408333333,0.351355669166667,0.0,0.324550490099144,0.0,0.0,0.0,0.0,0.0,0.0495347721025339,0.0560476429359695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GR,848.848,0.0,848.848,0.0,6392.7774,129.792,0.0,0.0,93.28,0.0,93.28,0.0,84.46,83.2,0.0,0.0,692.88216096,0.0,93.28,0.0,1.0,0.0,0.0,0.0,1091.22527472527,0.0,0.0,0.0,877.766597205693,0.0,0.0,0.0,1276.20893534745,0.0,0.926284392,0.0,0.0,0.0,5.61136646509146,0.0,2.31268,0.0,0.0,0.0,8.8318888,0.88426240496,5.16163768,0.0,1.316774,2.63287435501175,5.799594,4.61455635730104,17.2892140232505,0.006728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.319920733333333,1.85399846666667,0.0,1.95705880925006,0.0,0.0,0.0,0.0,0.0,0.0495347721025339,0.0560476429359695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
LV,0.0,0.0,0.0,0.0,929.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.46,0.0,0.0,0.0,41.976,0.0,93.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,877.766597205693,0.0,0.0,0.0,1292.28,0.0,0.0,0.0,0.0,0.0,0.815497834799921,0.0,0.2465725,0.0,0.0,0.0,0.0157552,0.05424474528,0.75721448,0.0,0.48517,4.99895190378018,0.333384,0.456055798944441,1.10665348321908,0.535398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0341091958333333,0.197668954166667,0.0,0.48930661326502,0.0,0.0,0.0,0.0,0.0,0.0495347721025339,0.0560476429359695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
HU,1562.44,1352.44,210.0,0.0,1478.05,0.0,0.0,0.0,93.28,89.7438619774386,125.0,0.0,84.46,0.0,0.0,0.0,716.3904,0.0,93.28,0.0,0.134405161158188,0.0,0.0,0.0,3862.59157252412,0.0,0.0,0.0,877.766597205693,0.0,0.0,0.0,2858.3738125,0.0,6.03506757657459,0.0,0.0,0.0,1.29738291899987,0.0,11.4032845,0.0,0.0,0.0,1.199044,2.0477115588864,5.78126168,0.0,1.909935,2.53372702054872,4.58432,11.5380820131419,20.2421214464627,2.32667,0.0,0.0,0.0,0.0,0.0,1.12489331924122,0.0,1.57745435583333,9.14163307416667,0.0,2.66639735329027,0.0,0.0,0.0,0.0,0.0,0.0495347721025339,0.0560476429359695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
IE,0.0,0.0,0.0,0.0,2516.908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.46,0.0,0.0,0.0,30.9254030675876,0.0,93.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,877.766597205693,0.0,0.0,0.0,3641.37239211444,0.0,0.0,0.0,0.0,0.0,2.20925777063979,0.0,2.3508965,0.0,0.0,0.0,4.8261292,0.112610908945325,4.47631656,0.0,0.53476,2.50663983727156,2.573982,6.08288650780901,8.82668033002643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.325207349166667,1.88463536083333,0.0,1.26875744023078,0.0,0.0,0.0,0.0,0.0,0.0495347721025339,0.0560476429359695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
SK,4255.4336,3850.5561,404.8775,0.0,2927.04576,0.0,0.0,0.0,93.28,90.8557588805167,125.0,0.0,84.46,0.0,0.0,0.0,757.6332192,0.0,93.28,0.0,0.095143653516295,0.0,0.0,0.0,4532.65911476562,0.0,0.0,0.0,877.766597205693,0.0,0.0,0.0,6917.58674438018,0.0,19.2884298943199,0.0,0.0,0.0,2.56926299662055,0.0,3.482982,0.0,0.0,0.0,2.7274816,5.24099351424,1.30935888,0.0,6.844058,7.27634701656045,1.948858,10.7873419538774,15.5357343353549,0.562368,0.0,0.0,0.0,0.0,0.0,3.2027038776238,0.0,0.48181251,2.79219057,0.0,2.65526142597655,0.0,0.0,0.0,0.0,0.0,0.0495347721025339,0.0560476429359695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
LT,0.0,0.0,0.0,0.0,827.340599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.46,0.0,0.0,0.0,119.5495136,0.0,93.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,877.766597205693,0.0,0.0,0.0,2440.58691343768,0.0,0.0,0.0,0.0,0.0,0.72621194231435,0.0,3.7327765,0.0,0.0,0.0,0.0,0.2917709784,1.82551416,0.0,0.726334,1.33423965455198,0.284606,2.17051815589635,4.01422343360125,1.493848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.516367415833333,2.99244249416667,0.0,0.619623074768936,0.0,0.0,0.0,0.0,0.0,0.0495347721025339,0.0560476429359695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
HR,113.3352,0.0,113.3352,0.0,2089.79378,249.4336,0.0,0.0,93.28,0.0,93.28,0.0,84.46,83.2,0.0,0.0,178.44464,0.0,93.28,0.0,1.0,0.0,0.0,0.0,1603.2695473251,0.0,0.0,0.0,915.805937166067,1606.55096731154,0.0,0.0,3230.52741204914,0.0,0.1817068748,0.0,0.0,0.0,1.91384555117672,0.4481662,1.454375,0.0,0.0,0.0,0.0774936,0.57647030105324,1.93577328,0.0,0.57043,0.643155958483254,1.71709,2.81595454770777,4.26205060083893,0.453386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.201188541666667,1.16592395833333,0.0,0.646716622406794,0.0,0.0,0.0,0.0,0.0,0.0495347721025339,0.0560476429359695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
LU,1984.0656,0.0,1984.0656,0.0,838.569556,0.0,0.0,0.0,93.28,0.0,93.28,0.0,84.46,0.0,0.0,0.0,12.7883695247462,0.0,93.28,0.0,1.0,0.0,0.0,0.0,1293.25834508698,0.0,0.0,0.0,877.766597205693,0.0,0.0,0.0,3641.37239211444,0.0,2.5659093944,0.0,0.0,0.0,0.736068345690409,0.0,0.520353,0.0,0.0,0.0,0.0,0.0465672157275685,0.20727696,0.0,0.29,0.407568507969921,0.144536,1.5706977919104,3.76144266062231,0.003596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071982165,0.417149655,0.0,0.381885568011504,0.0,0.0,0.0,0.0,0.0,0.0495347721025339,0.0560476429359695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
SI,589.4521776,0.0,589.4521776,0.0,506.76,66.1251968,0.0,0.0,93.28,0.0,93.28,0.0,84.46,83.2,0.0,0.0,672.87528,0.0,93.28,0.0,1.0,0.0,0.0,0.0,1830.4232130169,0.0,0.0,0.0,877.766597205693,0.0,0.0,0.0,2614.46676370694,0.0,1.0789469488424,0.0,0.0,0.0,0.444817000799957,0.0,1.6631785,0.0,0.0,0.0,1.682692,1.75921005568,0.66138496,0.0,0.268424,1.55963475676728,0.686372,3.13156123389441,6.33375261604091,0.345622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.230073025833333,1.33331476416667,0.0,0.761897183440555,0.0,0.0,0.0,0.0,0.0,0.0495347721025339,0.0560476429359695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
CH,1208.9088,0.0,1208.9088,0.0,3564.212,116.12224,0.0,0.0,93.28,0.0,93.28,0.0,84.46,83.2,0.0,0.0,1324.576,0.0,93.28,0.0,1.0,0.0,0.0,0.0,1371.53086419753,0.0,0.0,0.0,876.388881990521,0.0,0.0,0.0,2552.70802816901,0.0,1.6580557312,0.0,0.0,0.0,3.1236357698572,0.0,6.7061455,0.0,0.0,0.0,0.8036984,3.38125578912,4.28058328,0.0,0.559758,4.98709046527219,1.34212,6.961744355977,16.383242648928,0.930726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.927683460833333,5.37609330916667,0.0,1.92645653412352,0.0,0.0,0.0,0.0,0.0,0.0495347721025339,0.0560476429359695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
